id	gene_short_name
LOC117685923	uncharacterized protein F54H12.2-like
LOC117685924	uncharacterized LOC117685924
LOC117685918	nuclear apoptosis-inducing factor 1-like
LOC105342820	putative nuclease HARBI1
LOC117685925	protein IMPACT-B-like
LOC117685927	uncharacterized LOC117685927
LOC105319581	uncharacterized LOC105319581
LOC117685919	uncharacterized LOC117685919
LOC117685928	ADP-ribosyl-[dinitrogen reductase] glycohydrolase-like
LOC117685929	uncharacterized LOC117685929_ncRNA
LOC117685930	uncharacterized LOC117685930
LOC117685931	phospholipid scramblase 1-like
LOC117685933	uncharacterized LOC117685933
LOC117685932	uncharacterized LOC117685932_ncRNA
LOC109617127	uncharacterized LOC109617127_ncRNA
Trnat-ggu_28	NA
LOC117685936	potential E3 ubiquitin-protein ligase ariadne-2-like
LOC105324793	uncharacterized LOC105324793
LOC117685937	uncharacterized LOC117685937
LOC117685940	N-glycosidase YbiA-like
LOC117685935	uncharacterized LOC117685935
LOC117685938	uncharacterized LOC117685938_ncRNA
LOC117685939	uncharacterized LOC117685939
LOC117685941	uncharacterized LOC117685941
LOC117685942	fucolectin-like
LOC109619755	uncharacterized LOC109619755_ncRNA
LOC109617558	uncharacterized LOC109617558
LOC105347407	uncharacterized LOC105347407
LOC105344841	uncharacterized LOC105344841
LOC105344840	complement C1q tumor necrosis factor-related protein 6-like
LOC105328001	nucleolar protein 58-like
LOC117685943	uncharacterized protein F44E2.8-like
LOC105335049	uncharacterized LOC105335049
LOC105343980	neurogenic locus notch homolog protein 2-like
LOC117685946	uncharacterized LOC117685946
LOC117685945	uncharacterized LOC117685945_ncRNA
LOC117685947	uncharacterized LOC117685947
LOC117685944	uncharacterized LOC117685944
LOC117685948	uncharacterized LOC117685948
LOC117685949	leucine zipper putative tumor suppressor 2 homolog
LOC117685950	vegetative cell wall protein gp1-like
LOC109621178	uncharacterized LOC109621178
LOC117685951	uncharacterized LOC117685951
LOC117685952	uncharacterized LOC117685952
LOC117685953	uncharacterized LOC117685953
LOC117685961	fucolectin-like
LOC117685956	uncharacterized LOC117685956_ncRNA
LOC109619205	uncharacterized LOC109619205_ncRNA
LOC105337807	uncharacterized LOC105337807_ncRNA
LOC117685957	uncharacterized LOC117685957_ncRNA
LOC109621179	neurogenic locus notch homolog protein 2
LOC117685954	uncharacterized LOC117685954
LOC117685959	uncharacterized LOC117685959
LOC105321991	uncharacterized LOC105321991_ncRNA
LOC117685958	uncharacterized LOC117685958
LOC117685955	uncharacterized LOC117685955
LOC117685960	uncharacterized LOC117685960
LOC117685962	uncharacterized LOC117685962_ncRNA
LOC117685963	uncharacterized LOC117685963
LOC117685964	uncharacterized LOC117685964_ncRNA
LOC117685966	uncharacterized LOC117685966_partial mRNA
LOC117685965	uncharacterized LOC117685965
LOC117685967	uncharacterized LOC117685967
LOC117680374	uncharacterized LOC117680374
LOC105322975	uncharacterized LOC105322975
LOC117685968	uncharacterized LOC117685968
LOC117680583	ficolin-2-like
LOC117685970	uncharacterized LOC117685970
LOC117685971	uncharacterized LOC117685971
LOC105331487	uncharacterized LOC105331487_ncRNA
LOC117685969	uncharacterized LOC117685969
LOC117685972	uncharacterized LOC117685972
LOC105341515	BBSome-interacting protein 1
LOC117685979	exportin-7-like
LOC117685982	uncharacterized LOC117685982
LOC117685983	uncharacterized LOC117685983_ncRNA
LOC117685973	E3 ubiquitin-protein ligase TRIM36-like
LOC117685977	exportin-7-like_misc_RNA
LOC117685981	E3 ubiquitin-protein ligase TRIM71-like
LOC117685978	exportin-7-like_misc_RNA
LOC117685985	uncharacterized LOC117685985_ncRNA
LOC105341518	uncharacterized LOC105341518
LOC105341517	exportin-7-like
LOC117685984	uncharacterized LOC117685984_ncRNA
LOC117685980	uncharacterized LOC117685980
LOC117685975	uncharacterized LOC117685975
LOC117685976	uncharacterized LOC117685976_ncRNA
LOC105348119	uncharacterized LOC105348119
LOC117685974	uncharacterized LOC117685974
LOC117685993	uncharacterized LOC117685993_ncRNA
LOC117685990	uncharacterized LOC117685990_ncRNA
LOC117685991	uncharacterized LOC117685991_ncRNA
LOC117685992	uncharacterized LOC117685992_ncRNA
LOC117685995	multiple epidermal growth factor-like domains protein 11
LOC105331064	uncharacterized LOC105331064
LOC117685986	P2X purinoceptor 7-like
LOC117685988	multiple epidermal growth factor-like domains protein 10
LOC117685994	uncharacterized LOC117685994_ncRNA
LOC117685989	fibropellin-1-like
LOC117686021	uncharacterized LOC117686021_ncRNA
LOC117686022	fucolectin-like
LOC117686017	uncharacterized LOC117686017_ncRNA
LOC109620532	uncharacterized LOC109620532
LOC117685997	putative nuclease HARBI1
LOC105328554	uncharacterized LOC105328554
LOC117686024	uncharacterized LOC117686024_ncRNA
LOC105321371	uncharacterized LOC105321371
LOC117685998	paternally-expressed gene 3 protein-like
LOC117685999	uncharacterized protein F54H12.2-like
LOC117686000	uncharacterized LOC117686000
LOC117686025	uncharacterized LOC117686025_ncRNA
LOC117686001	uncharacterized protein F54H12.2-like
LOC117686023	uncharacterized LOC117686023_ncRNA
LOC117686002	zinc finger protein 658B-like
LOC105333563	uncharacterized LOC105333563
LOC109620079	uncharacterized LOC109620079_ncRNA
LOC117686018	adhesion G-protein coupled receptor D1-like
LOC105326226	uncharacterized LOC105326226
LOC109620008	uncharacterized LOC109620008_ncRNA
LOC117686012	uncharacterized LOC117686012_ncRNA
LOC105328865	uncharacterized LOC105328865_ncRNA
LOC117686011	uncharacterized LOC117686011
LOC105322753	uncharacterized LOC105322753
LOC109617128	uncharacterized LOC109617128_ncRNA
LOC117686013	uncharacterized LOC117686013
LOC117686004	protein jagged-1b-like
LOC117686010	uncharacterized LOC117686010_ncRNA
LOC117686005	fibropellin-3-like
LOC117686015	uncharacterized LOC117686015_ncRNA
LOC117685996	Werner syndrome ATP-dependent helicase homolog
LOC109619299	uncharacterized LOC109619299
LOC117686016	uncharacterized LOC117686016
LOC117686019	uncharacterized LOC117686019_ncRNA
LOC105331274	uncharacterized LOC105331274
LOC105331335	uncharacterized LOC105331335_ncRNA
LOC117686014	uncharacterized LOC117686014
LOC117686026	uncharacterized LOC117686026
LOC117686006	uncharacterized LOC117686006
LOC109617760	uncharacterized LOC109617760_ncRNA
LOC105330778	uncharacterized LOC105330778
LOC105330770	uncharacterized LOC105330770
LOC105342050	uncharacterized LOC105342050
LOC117686027	xylosyltransferase sqv-6-like
LOC105332640	uncharacterized LOC105332640
LOC105317827	uncharacterized LOC105317827
LOC117686008	uncharacterized LOC117686008
LOC117686009	uncharacterized LOC117686009
LOC105328502	uncharacterized LOC105328502_misc_RNA
LOC105339058	ficolin-2
LOC105346405	putative nuclease HARBI1
LOC117686007	uncharacterized LOC117686007
LOC117686020	uncharacterized LOC117686020_ncRNA
LOC105346748	uncharacterized LOC105346748_ncRNA
LOC117686029	uncharacterized LOC117686029_ncRNA
LOC117686028	uncharacterized LOC117686028_ncRNA
LOC117686072	uncharacterized LOC117686072_ncRNA
LOC105342207	phthiocerol/phenolphthiocerol synthesis polyketide synthase type I PpsD
LOC117686071	patched domain-containing protein 3-like
LOC117686092	uncharacterized LOC117686092_ncRNA
LOC117686056	uncharacterized LOC117686056
LOC117686059	uncharacterized LOC117686059_ncRNA
LOC117686057	uncharacterized LOC117686057_ncRNA
LOC117686058	uncharacterized LOC117686058_ncRNA
LOC117686114	uncharacterized LOC117686114
LOC117686115	uncharacterized LOC117686115
LOC117686053	uncharacterized LOC117686053
LOC117686134	uncharacterized LOC117686134_ncRNA
LOC117686084	uncharacterized LOC117686084
LOC117686083	multiple epidermal growth factor-like domains protein 10
LOC117686082	multiple epidermal growth factor-like domains protein 10
LOC105334873	uncharacterized LOC105334873
LOC117686089	uncharacterized LOC117686089_ncRNA
LOC117686064	uncharacterized LOC117686064
LOC117686093	uncharacterized LOC117686093
LOC117686116	uncharacterized LOC117686116
LOC117686117	uncharacterized LOC117686117
LOC117686118	piggyBac transposable element-derived protein 4-like
LOC117686136	uncharacterized LOC117686136_ncRNA
LOC105334879	uncharacterized LOC105334879
LOC117686137	uncharacterized LOC117686137
LOC105334871	uncharacterized LOC105334871
LOC105334870	uncharacterized LOC105334870
LOC117686169	uncharacterized LOC117686169_ncRNA
LOC109620100	uncharacterized LOC109620100
LOC117686076	uncharacterized LOC117686076_ncRNA
LOC117686091	uncharacterized LOC117686091
LOC117686146	cell death abnormality protein 1-like
LOC117686155	uncharacterized LOC117686155_ncRNA
LOC117686153	uncharacterized LOC117686153_ncRNA
LOC117686157	uncharacterized LOC117686157_ncRNA
LOC117686151	uncharacterized LOC117686151_ncRNA
LOC117686145	multiple epidermal growth factor-like domains protein 6
LOC117686152	uncharacterized LOC117686152_ncRNA
LOC117686148	uncharacterized LOC117686148
LOC117686158	uncharacterized LOC117686158_ncRNA
LOC117686150	uncharacterized LOC117686150_ncRNA
LOC117686144	uncharacterized LOC117686144
LOC105345577	uncharacterized LOC105345577
LOC117686149	uncharacterized LOC117686149_ncRNA
LOC117686147	uncharacterized LOC117686147
LOC117686156	uncharacterized LOC117686156_ncRNA
LOC117686154	uncharacterized LOC117686154_ncRNA
LOC117686159	uncharacterized LOC117686159_ncRNA
LOC117686160	uncharacterized LOC117686160
LOC117686161	uncharacterized LOC117686161
LOC117686163	uncharacterized LOC117686163_ncRNA
LOC117686164	uncharacterized LOC117686164_ncRNA
LOC117686165	uncharacterized LOC117686165_ncRNA
LOC117686162	uncharacterized LOC117686162
LOC117686166	uncharacterized LOC117686166_ncRNA
LOC117686167	uncharacterized LOC117686167_ncRNA
LOC117686168	uncharacterized LOC117686168
LOC117686087	cell death abnormality protein 1-like
LOC117686113	uncharacterized LOC117686113
LOC117686054	uncharacterized LOC117686054
LOC117686055	uncharacterized LOC117686055
LOC117686119	uncharacterized protein F54H12.2-like
LOC117686120	uncharacterized LOC117686120
LOC117686111	uncharacterized LOC117686111
LOC109620398	hypothetical protein
LOC117686042	uncharacterized LOC117686042
LOC117686044	uncharacterized LOC117686044_ncRNA
LOC117686043	uncharacterized LOC117686043_ncRNA
LOC105338061	uncharacterized LOC105338061_ncRNA
LOC109618742	uncharacterized LOC109618742_ncRNA
LOC117686138	uncharacterized LOC117686138_ncRNA
LOC105333742	uncharacterized LOC105333742
LOC105339743	uncharacterized LOC105339743
LOC117686141	uncharacterized LOC117686141_ncRNA
LOC117686142	uncharacterized LOC117686142_ncRNA
LOC117686139	uncharacterized LOC117686139_ncRNA
LOC117686140	uncharacterized LOC117686140_ncRNA
LOC117686143	uncharacterized LOC117686143_ncRNA
LOC109619256	uncharacterized LOC109619256
LOC117686034	uncharacterized LOC117686034_ncRNA
LOC117686035	uncharacterized LOC117686035
LOC117686036	uncharacterized LOC117686036_ncRNA
LOC117686135	uncharacterized LOC117686135_ncRNA
LOC117686133	uncharacterized LOC117686133_ncRNA
LOC117686068	uncharacterized LOC117686068_ncRNA
LOC117686079	uncharacterized LOC117686079_ncRNA
LOC117686078	uncharacterized LOC117686078
LOC105348123	uncharacterized LOC105348123_ncRNA
LOC105329363	ATP-dependent DNA helicase Q-like SIM
LOC105329353	uncharacterized LOC105329353
LOC117686121	uncharacterized LOC117686121
LOC117686122	THAP domain-containing protein 10-like
LOC117686040	uncharacterized LOC117686040
LOC117686041	uncharacterized LOC117686041
LOC117686112	uncharacterized LOC117686112_ncRNA
LOC117686061	uncharacterized LOC117686061
LOC105331968	uncharacterized LOC105331968
LOC109619219	uncharacterized LOC109619219_ncRNA
LOC109619218	multiple epidermal growth factor-like domains protein 6
LOC117686073	uncharacterized LOC117686073
LOC109618220	uncharacterized LOC109618220
LOC117686070	uncharacterized LOC117686070_ncRNA
LOC117686132	uncharacterized LOC117686132_ncRNA
LOC117686088	3'-5' ssDNA/RNA exonuclease TatD-like
LOC117686045	uncharacterized LOC117686045
LOC117686074	uncharacterized LOC117686074_ncRNA
LOC117686081	uncharacterized LOC117686081
LOC117686170	uncharacterized LOC117686170
LOC117686171	uncharacterized LOC117686171_ncRNA
LOC117686172	uncharacterized LOC117686172
LOC117686173	uncharacterized LOC117686173_ncRNA
LOC117686048	uncharacterized LOC117686048_ncRNA
LOC117686047	uncharacterized LOC117686047_ncRNA
LOC117686046	uncharacterized LOC117686046
LOC117686086	uncharacterized LOC117686086_ncRNA
LOC117686090	uncharacterized LOC117686090_ncRNA
LOC117686110	uncharacterized LOC117686110_ncRNA
LOC117686037	uncharacterized LOC117686037
LOC117686038	uncharacterized LOC117686038
LOC117686039	uncharacterized LOC117686039_ncRNA
LOC105327983	uncharacterized LOC105327983
LOC117686062	uncharacterized LOC117686062
LOC117686085	uncharacterized LOC117686085
LOC117686066	uncharacterized LOC117686066
LOC117686069	uncharacterized LOC117686069_ncRNA
LOC105336807	uncharacterized LOC105336807
LOC117686052	uncharacterized LOC117686052
LOC117686067	uncharacterized LOC117686067
LOC117686123	uncharacterized LOC117686123
LOC105343516	protein Hook homolog 1
LOC117686060	uncharacterized LOC117686060
LOC117686124	uncharacterized LOC117686124
LOC117686030	uncharacterized LOC117686030_ncRNA
LOC105319946	uncharacterized LOC105319946_ncRNA
LOC117686125	uncharacterized LOC117686125
LOC109617446	uncharacterized LOC109617446
LOC105318905	uncharacterized LOC105318905_ncRNA
LOC105318899	uncharacterized LOC105318899
LOC117686080	uncharacterized LOC117686080_ncRNA
LOC105318898	uncharacterized LOC105318898
LOC105325957	uncharacterized LOC105325957_ncRNA
LOC117686049	uncharacterized LOC117686049
LOC117686051	uncharacterized LOC117686051_ncRNA
LOC117686050	uncharacterized LOC117686050
LOC117686065	uncharacterized LOC117686065_ncRNA
LOC117686063	uncharacterized LOC117686063
LOC117686126	uncharacterized LOC117686126
LOC117686077	uncharacterized LOC117686077_ncRNA
LOC117686075	uncharacterized LOC117686075_ncRNA
LOC105320456	uncharacterized LOC105320456
LOC109617653	uncharacterized LOC109617653
LOC105322857	uncharacterized LOC105322857
LOC117686032	uncharacterized LOC117686032_ncRNA
LOC109619378	uncharacterized LOC109619378
LOC105333435	uncharacterized LOC105333435
LOC117686031	uncharacterized LOC117686031
LOC117686033	sterile alpha motif domain-containing protein 9-like
LOC117686127	uncharacterized LOC117686127
LOC105332550	uncharacterized LOC105332550
LOC105328425	uncharacterized LOC105328425_ncRNA
LOC105328427	uncharacterized LOC105328427
LOC109618789	uncharacterized LOC109618789
LOC117686128	uncharacterized LOC117686128
LOC105333424	uncharacterized LOC105333424
LOC105333407	protein CHUP1, chloroplastic
LOC105333402	proline-rich protein 12
LOC117686095	V-type proton ATPase subunit E-like
LOC117686094	uncharacterized LOC117686094
LOC117686096	uncharacterized LOC117686096
LOC117686097	uncharacterized LOC117686097_ncRNA
LOC117686098	uncharacterized LOC117686098_ncRNA
LOC117686099	uncharacterized LOC117686099_ncRNA
LOC117686100	uncharacterized LOC117686100_ncRNA
LOC117686101	uncharacterized LOC117686101_ncRNA
LOC117686102	uncharacterized LOC117686102_ncRNA
LOC117686103	uncharacterized LOC117686103_ncRNA
LOC117686105	uncharacterized LOC117686105_ncRNA
LOC117686104	cell death abnormality protein 1-like
LOC117686129	uncharacterized LOC117686129
LOC117686106	uncharacterized LOC117686106
LOC117686107	scavenger receptor class F member 1-like
LOC117686108	multiple epidermal growth factor-like domains protein 10
LOC109619133	uncharacterized LOC109619133_ncRNA
LOC117686130	E3 ubiquitin-protein ligase TRIM71-like
LOC105344898	uncharacterized LOC105344898_misc_RNA
LOC117686109	uncharacterized LOC117686109_ncRNA
LOC105340570	uncharacterized LOC105340570
LOC117686131	uncharacterized LOC117686131
LOC105338024	uncharacterized LOC105338024
LOC105340275	uncharacterized LOC105340275_ncRNA
LOC105323999	uncharacterized LOC105323999
LOC117686176	uncharacterized LOC117686176
LOC109619425	zinc finger E-box-binding homeobox 2-like
LOC117686178	uncharacterized LOC117686178
LOC105325563	piggyBac transposable element-derived protein 2-like
LOC117686175	uncharacterized LOC117686175
LOC105334226	uncharacterized LOC105334226
LOC117686177	uncharacterized LOC117686177
LOC117686179	uncharacterized LOC117686179
LOC117686174	uncharacterized LOC117686174
LOC117686180	uncharacterized LOC117686180
LOC105342297	formin-like protein 5
LOC105329597	golgin subfamily A member 6-like protein 22
LOC117686181	uncharacterized protein F54H12.2-like
LOC117686183	complement C1q-like protein 4
LOC105332867	uncharacterized LOC105332867
LOC105348262	putative 2'-deoxynucleoside 5'-phosphate N-hydrolase 1
LOC117686186	uncharacterized LOC117686186_ncRNA
LOC117686184	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B-like
LOC117686185	uncharacterized LOC117686185_ncRNA
LOC117686182	uncharacterized LOC117686182
LOC117686187	ankyrin repeat domain-containing protein 17-like
LOC105322569	uncharacterized LOC105322569
LOC117686188	uncharacterized LOC117686188
LOC105342912	putative nuclease HARBI1
LOC105333649	uncharacterized LOC105333649
LOC117686189	uncharacterized LOC117686189_ncRNA
LOC105346813	uncharacterized LOC105346813
LOC105346823	uncharacterized LOC105346823
LOC117686196	vegetative cell wall protein gp1-like
LOC117686197	uncharacterized LOC117686197
LOC117686198	uncharacterized protein DDB_G0283697-like
LOC117686191	putative nuclease HARBI1
LOC117686192	uncharacterized LOC117686192
LOC117680381	uncharacterized LOC117680381
LOC117686195	THAP domain-containing protein 11-like
LOC117686199	protein mono-ADP-ribosyltransferase PARP4-like
LOC117686201	uncharacterized LOC117686201_ncRNA
LOC109619637	uncharacterized LOC109619637
LOC117686193	uncharacterized LOC117686193_ncRNA
LOC117686190	uncharacterized LOC117686190
LOC117686200	uncharacterized protein F54H12.2-like
LOC117686194	uncharacterized LOC117686194
LOC117686207	uncharacterized LOC117686207
LOC117686202	uncharacterized LOC117686202
LOC117686203	uncharacterized LOC117686203_ncRNA
LOC109617677	uncharacterized LOC109617677
LOC105324442	uncharacterized LOC105324442
LOC105324441	uncharacterized LOC105324441
LOC105333615	uncharacterized LOC105333615_ncRNA
LOC117686209	uncharacterized LOC117686209
LOC117686205	uncharacterized LOC117686205
LOC117686210	uncharacterized LOC117686210
LOC117686212	uncharacterized LOC117686212_ncRNA
LOC117686208	uncharacterized LOC117686208
LOC117686206	uncharacterized LOC117686206
LOC109621128	uncharacterized LOC109621128_ncRNA
LOC117686204	uncharacterized LOC117686204
LOC117686227	uncharacterized LOC117686227_ncRNA
LOC117686228	uncharacterized LOC117686228_ncRNA
LOC105336735	hemicentin-1
LOC105328286	uncharacterized LOC105328286
LOC117686230	hemicentin-2-like
LOC117686229	uncharacterized LOC117686229
LOC117686219	nephrin-like
LOC117686220	1-acyl-sn-glycerol-3-phosphate acyltransferase alpha-like
LOC117686216	hemicentin-1-like
LOC117686221	uncharacterized LOC117686221
LOC117686222	uncharacterized LOC117686222
LOC117686223	amyloid-beta A4 protein-like
LOC105344244	sialin
LOC105344245	uncharacterized LOC105344245
LOC117686224	uncharacterized LOC117686224
LOC109620409	ATP-dependent DNA helicase hus2/rqh1
LOC117686226	uncharacterized LOC117686226
LOC105342263	uncharacterized LOC105342263
LOC117686225	uncharacterized LOC117686225
LOC105317160	uncharacterized LOC105317160
LOC117686213	synaptogenesis protein syg-2-like
LOC117686215	uncharacterized LOC117686215_ncRNA
LOC117686214	uncharacterized LOC117686214
LOC117686218	uncharacterized LOC117686218_ncRNA
LOC117686217	uncharacterized LOC117686217_partial mRNA
LOC105321906	uncharacterized LOC105321906
LOC105317710	uncharacterized LOC105317710_misc_RNA
LOC117686231	uncharacterized LOC117686231
LOC105345184	myb/SANT-like DNA-binding domain-containing protein 4
LOC105330012	fucolectin-like
LOC117686237	aggrecan core protein-like
LOC117686241	multiple epidermal growth factor-like domains protein 10
LOC117686234	uncharacterized LOC117686234
LOC105339828	uncharacterized LOC105339828
LOC117686233	uncharacterized LOC117686233
LOC117686235	uncharacterized LOC117686235_ncRNA
LOC117686236	uncharacterized LOC117686236_ncRNA
LOC117686240	uncharacterized LOC117686240
LOC117686238	uncharacterized LOC117686238
LOC117686239	uncharacterized LOC117686239
LOC117686232	uncharacterized LOC117686232
LOC105323494	uncharacterized LOC105323494_ncRNA
LOC117686246	uncharacterized LOC117686246
LOC105330287	uncharacterized LOC105330287_ncRNA
LOC117686242	uncharacterized LOC117686242
LOC117686243	uncharacterized LOC117686243
LOC117686247	piggyBac transposable element-derived protein 4-like
LOC117686244	uncharacterized LOC117686244_ncRNA
LOC117686245	uncharacterized LOC117686245
LOC117686248	DNA-directed RNA polymerase II subunit RPB1-like
LOC105335390	uncharacterized protein K02A2.6
LOC109619567	uncharacterized LOC109619567
LOC105332330	uncharacterized LOC105332330
LOC109619451	uncharacterized LOC109619451_ncRNA
LOC105337476	uncharacterized LOC105337476
LOC105347857	uncharacterized LOC105347857
LOC117686251	uncharacterized LOC117686251_ncRNA
LOC117686250	uncharacterized LOC117686250_ncRNA
LOC117686249	uncharacterized LOC117686249_ncRNA
LOC117686254	multiple epidermal growth factor-like domains protein 10
LOC105338962	receptor-type tyrosine-protein phosphatase epsilon
LOC105338931	uncharacterized LOC105338931
LOC105325774	uncharacterized LOC105325774
LOC117686253	receptor-type tyrosine-protein phosphatase alpha-like
LOC117686252	uncharacterized LOC117686252
LOC105324501	receptor-type tyrosine-protein phosphatase epsilon-like
LOC105343418	uncharacterized LOC105343418
LOC117686255	uncharacterized LOC117686255
LOC105318791	mucin-like protein
LOC105323353	uncharacterized LOC105323353_ncRNA
LOC105343904	uncharacterized LOC105343904
LOC105323906	uncharacterized LOC105323906
LOC117686256	uncharacterized LOC117686256
LOC117686261	uncharacterized LOC117686261
LOC105325449	uncharacterized LOC105325449_ncRNA
LOC117686259	uncharacterized LOC117686259_ncRNA
LOC117686258	uncharacterized LOC117686258
LOC117686260	uncharacterized LOC117686260_ncRNA
LOC109620847	uncharacterized LOC109620847_ncRNA
LOC117686262	uncharacterized LOC117686262
LOC105328429	uncharacterized LOC105328429_ncRNA
LOC117686257	uncharacterized LOC117686257_ncRNA
LOC117686264	uncharacterized LOC117686264
LOC117686263	uncharacterized LOC117686263_ncRNA
LOC117686265	deleted in malignant brain tumors 1 protein-like
LOC117686267	uncharacterized LOC117686267
LOC117686266	adhesion G protein-coupled receptor L2-like
LOC117686275	uncharacterized LOC117686275
LOC105348621	metalloproteinase inhibitor 3-like
LOC117686277	uncharacterized LOC117686277
LOC117686271	metalloproteinase inhibitor 3-like
LOC117686272	uncharacterized LOC117686272_ncRNA
LOC117680510	metalloproteinase inhibitor 3-like
LOC117686281	metalloproteinase inhibitor 3-like
LOC117686282	uncharacterized LOC117686282_ncRNA
LOC117686279	metalloproteinase inhibitor 3-like
LOC117686276	metalloproteinase inhibitor 3-like
LOC117686269	uncharacterized LOC117686269_ncRNA
LOC105324115	metalloproteinase inhibitor 3-like
LOC105324095	queuosine salvage protein
LOC117686268	uncharacterized LOC117686268
LOC105337627	uncharacterized LOC105337627
LOC105337178	retrovirus-related Pol polyprotein from transposon 412
LOC117686280	metalloproteinase inhibitor 3-like
LOC105318425	death domain-containing protein CRADD
LOC105318426	uncharacterized LOC105318426
LOC117686270	uncharacterized LOC117686270
LOC117686273	oxysterol-binding protein-related protein 1-like
LOC117686274	uncharacterized LOC117686274
LOC105324511	uncharacterized LOC105324511_ncRNA
LOC117686283	uncharacterized LOC117686283
LOC105330186	ATP-dependent DNA helicase Q-like 3
LOC117686278	uncharacterized LOC117686278_ncRNA
LOC117686287	uncharacterized LOC117686287
LOC117686285	uncharacterized LOC117686285
LOC117686286	uncharacterized LOC117686286
LOC117686288	EGF-like repeat and discoidin I-like domain-containing protein 3
LOC117686284	uncharacterized LOC117686284
LOC105346730	fibropellin-3-like
LOC117686298	uncharacterized LOC117686298
LOC117686293	uncharacterized LOC117686293
LOC117680613	protein glp-1-like
LOC117686296	uncharacterized LOC117686296_ncRNA
LOC117686291	uncharacterized LOC117686291_ncRNA
LOC117686290	uncharacterized LOC117686290_ncRNA
LOC117686299	WAS/WASL-interacting protein family member 1-like
LOC117686294	uncharacterized LOC117686294_ncRNA
LOC117686295	collectin-11-like
LOC105342280	uncharacterized LOC105342280_ncRNA
LOC117686292	uncharacterized LOC117686292_ncRNA
LOC117686297	uncharacterized LOC117686297_ncRNA
LOC117686289	uncharacterized LOC117686289
LOC117686300	uncharacterized protein F54H12.2-like
LOC117686301	uncharacterized LOC117686301
LOC117686302	trichohyalin-like
LOC117686303	uncharacterized protein F54H12.2-like
LOC117686304	uncharacterized LOC117686304_ncRNA
LOC117686305	uncharacterized LOC117686305_ncRNA
LOC117686306	uncharacterized LOC117686306_ncRNA
LOC105340872	ELKS/Rab6-interacting/CAST family member 1
LOC117686311	uncharacterized LOC117686311
LOC117686317	uncharacterized LOC117686317_ncRNA
LOC117686312	uncharacterized LOC117686312
LOC105331225	uncharacterized protein K02A2.6-like
LOC117686319	uncharacterized protein K02A2.6-like
LOC117686318	uncharacterized LOC117686318_ncRNA
LOC117686320	serine-aspartate repeat-containing protein I-like
LOC117686329	uncharacterized LOC117686329_ncRNA
LOC117686315	uncharacterized LOC117686315
LOC117686309	uncharacterized LOC117686309_ncRNA
LOC117686321	fibropellin-1-like
LOC117686314	uncharacterized LOC117686314_ncRNA
LOC105341301	uncharacterized LOC105341301
LOC117686327	uncharacterized LOC117686327_ncRNA
LOC117686328	uncharacterized LOC117686328_ncRNA
LOC105322784	uncharacterized LOC105322784_ncRNA
LOC117686322	uncharacterized LOC117686322
LOC105332484	uncharacterized LOC105332484
LOC117680342	uncharacterized LOC117680342
LOC117686316	uncharacterized LOC117686316_ncRNA
LOC105346034	fucolectin-like
LOC117686313	fucolectin-like
LOC105338236	uncharacterized LOC105338236
LOC105338237	P2X purinoceptor 7
LOC117686310	fucolectin-1-like
LOC117686307	fucolectin-like
LOC117686308	fucolectin-like
LOC105343123	uncharacterized LOC105343123
LOC117686324	uncharacterized LOC117686324
LOC117686325	uncharacterized LOC117686325
LOC117686326	uncharacterized LOC117686326
LOC109620164	uncharacterized LOC109620164
LOC117686330	uncharacterized LOC117686330
LOC105329157	uncharacterized LOC105329157
Trnac-aca	NA
LOC105330080	uncharacterized LOC105330080
LOC105317696	uncharacterized LOC105317696
LOC117686331	uncharacterized LOC117686331
LOC105321799	uncharacterized LOC105321799_ncRNA
LOC105345562	multiple epidermal growth factor-like domains protein 11
LOC117686334	uncharacterized LOC117686334
LOC117686335	uncharacterized LOC117686335
LOC117686336	uncharacterized LOC117686336_ncRNA
LOC105326391	uncharacterized LOC105326391
LOC105330754	piggyBac transposable element-derived protein 2
LOC117686333	uncharacterized LOC117686333
LOC109619490	multiple epidermal growth factor-like domains protein 10
LOC105338704	glutathione hydrolase 1 proenzyme
LOC105338702	short-chain collagen C4
LOC117686338	uncharacterized LOC117686338
LOC117686339	glutathione hydrolase light chain 1-like
LOC105326031	uncharacterized LOC105326031_partial mRNA
LOC117686337	ankyrin repeat domain-containing protein 17-like
LOC117686340	glutathione hydrolase 1 proenzyme-like
LOC105346832	glutathione hydrolase 1 proenzyme
LOC117686343	uncharacterized LOC117686343
LOC117686341	uncharacterized LOC117686341
LOC117686345	uncharacterized LOC117686345_ncRNA
LOC117686347	uncharacterized LOC117686347_ncRNA
LOC117686344	uncharacterized LOC117686344_ncRNA
LOC105317096	uncharacterized LOC105317096
LOC105345644	uncharacterized LOC105345644
LOC109617780	uncharacterized LOC109617780
LOC105348037	uncharacterized LOC105348037_misc_RNA
LOC117686346	uncharacterized LOC117686346_ncRNA
LOC105345147	uncharacterized LOC105345147_ncRNA
LOC117686342	uncharacterized LOC117686342
LOC117686348	uncharacterized LOC117686348
LOC105331892	verprolin
LOC117686350	nucleolar protein of 40 kDa-like
LOC109618938	uncharacterized LOC109618938_ncRNA
LOC117686351	uncharacterized LOC117686351
LOC117686364	uncharacterized LOC117686364_ncRNA
LOC117686360	uncharacterized LOC117686360_ncRNA
LOC117686367	uncharacterized LOC117686367_ncRNA
