GOID,p.value,gene,padj,log2FoldChange,description,GeneID,genomic_accession,start,end,GOterm,GOSlim,GOcat
GO:0060261,0.00053,LOC105328977,0.0395269238939839,-0.324985741010733,general transcription factor IIF subunit 1 isoform X1,105328977,NC_047568.1,26673321,26684955,positive regulation of transcription initiation from RNA polymerase II promoter,cell organization and biogenesis,P
GO:0060261,0.00053,LOC105339649,0.00266257677073264,0.404338211114145,transcription initiation factor TFIID subunit 1,105339649,NC_047565.1,57630715,57647843,positive regulation of transcription initiation from RNA polymerase II promoter,cell organization and biogenesis,P
GO:0060261,0.00053,LOC105328977,0.0395269238939839,-0.324985741010733,general transcription factor IIF subunit 1 isoform X1,105328977,NC_047568.1,26673321,26684955,positive regulation of transcription initiation from RNA polymerase II promoter,RNA metabolism,P
GO:0060261,0.00053,LOC105339649,0.00266257677073264,0.404338211114145,transcription initiation factor TFIID subunit 1,105339649,NC_047565.1,57630715,57647843,positive regulation of transcription initiation from RNA polymerase II promoter,RNA metabolism,P
GO:0060305,0.00018,LOC105337712,0.00584729373816873,0.423378528027419,M-phase inducer phosphatase isoform X1,105337712,NC_047562.1,48483398,48499127,regulation of cell diameter,other biological processes,P
GO:0060305,0.00018,LOC105337712,0.00584729373816873,0.423378528027419,M-phase inducer phosphatase isoform X1,105337712,NC_047562.1,48483398,48503973,regulation of cell diameter,other biological processes,P
GO:0060305,0.00018,LOC105337712,0.00584729373816873,0.423378528027419,M-phase inducer phosphatase isoform X1,105337712,NC_047562.1,48483398,48504068,regulation of cell diameter,other biological processes,P
GO:0060326,0.00109,LOC105347802,1.31623375247697e-05,-0.631544947615955,multidrug resistance-associated protein 1 isoform X1,105347802,NC_047565.1,9295358,9323597,cell chemotaxis,other biological processes,P
GO:0060326,0.00109,LOC105347802,1.31623375247697e-05,-0.631544947615955,multidrug resistance-associated protein 1 isoform X1,105347802,NC_047565.1,9295415,9323597,cell chemotaxis,other biological processes,P
GO:0060394,0.00035,LOC105341456,0.00921014131799127,1.10438937405569,phenazine biosynthesis-like domain-containing protein isoform X1,105341456,NC_047568.1,36656310,36662053,negative regulation of pathway-restricted SMAD protein phosphorylation,signal transduction,P
GO:0060394,0.00035,LOC105341456,0.00921014131799127,1.10438937405569,phenazine biosynthesis-like domain-containing protein isoform X1,105341456,NC_047568.1,36650323,36662053,negative regulation of pathway-restricted SMAD protein phosphorylation,signal transduction,P
GO:0060394,0.00035,LOC105341456,0.00921014131799127,1.10438937405569,phenazine biosynthesis-like domain-containing protein isoform X1,105341456,NC_047568.1,36656659,36662051,negative regulation of pathway-restricted SMAD protein phosphorylation,signal transduction,P
GO:0060394,0.00035,LOC105341456,0.00921014131799127,1.10438937405569,phenazine biosynthesis-like domain-containing protein isoform X1,105341456,NC_047568.1,36656310,36662053,negative regulation of pathway-restricted SMAD protein phosphorylation,protein metabolism,P
GO:0060394,0.00035,LOC105341456,0.00921014131799127,1.10438937405569,phenazine biosynthesis-like domain-containing protein isoform X1,105341456,NC_047568.1,36650323,36662053,negative regulation of pathway-restricted SMAD protein phosphorylation,protein metabolism,P
GO:0060394,0.00035,LOC105341456,0.00921014131799127,1.10438937405569,phenazine biosynthesis-like domain-containing protein isoform X1,105341456,NC_047568.1,36656659,36662051,negative regulation of pathway-restricted SMAD protein phosphorylation,protein metabolism,P
GO:0060544,0.00013,LOC117684293,0.0020290034921734,-0.420882072598763,golgin subfamily A member 6-like protein 4 isoform X7,117684293,NC_047568.1,6209253,6349600,regulation of necroptosis,death,P
GO:0060544,0.00013,LOC117684293,0.0020290034921734,-0.420882072598763,golgin subfamily A member 6-like protein 4 isoform X7,117684293,NC_047568.1,6341368,6349600,regulation of necroptosis,death,P
GO:0060544,0.00013,LOC117684293,0.0020290034921734,-0.420882072598763,golgin subfamily A member 6-like protein 4 isoform X7,117684293,NC_047568.1,6341368,6359122,regulation of necroptosis,death,P
GO:0060576,0.00436,LOC105330676,0.0086182060852499,-0.734403863950751,glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 isoform X2,105330676,NC_047562.1,6589743,6601516,intestinal epithelial cell development,developmental processes,P
GO:0060576,0.00436,LOC105330676,0.0086182060852499,-0.734403863950751,glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 isoform X2,105330676,NC_047562.1,6589743,6601551,intestinal epithelial cell development,developmental processes,P
GO:0070372,0.00015,LOC105320049,0.038386028592609,0.645124014280194,glutathione S-transferase P 1 isoform X1,105320049,NC_047563.1,10661164,10664626,regulation of ERK1 and ERK2 cascade,signal transduction,P
GO:0070372,0.00015,LOC105320049,0.038386028592609,0.645124014280194,glutathione S-transferase P 1 isoform X1,105320049,NC_047563.1,10661164,10664242,regulation of ERK1 and ERK2 cascade,signal transduction,P
GO:0070508,0.00666,LOC105340832,0.0074997609747556,0.737796770720296,stAR-related lipid transfer protein 5 isoform X1,105340832,NC_047561.1,50853990,50869239,cholesterol import,transport,P
GO:0070508,0.00666,LOC105340832,0.0074997609747556,0.737796770720296,stAR-related lipid transfer protein 5 isoform X1,105340832,NC_047561.1,50853991,50869239,cholesterol import,transport,P
GO:0070509,0.00040,LOC117691429,0.0282561218131535,0.893995420418683,uncharacterized protein LOC117691429,117691429,NC_047563.1,49282185,49286995,calcium ion import,transport,P
GO:0070509,0.00040,LOC117691429,0.0282561218131535,0.893995420418683,uncharacterized protein LOC117691429,117691429,NC_047563.1,49282185,49286868,calcium ion import,transport,P
